,Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,Day,Month,Year,Weekdays,Time_Of_The_Day
176,IndiGo,2019-04-03,Delhi,Cochin,DEL → MUM → COK,20:25:00,01:30:00,305,1.0,No info,5073,3,4,2019,Wednesday,Evening
177,Vistara,2019-05-21,Kolkata,Banglore,CCU → DEL → BLR,17:00:00,18:50:00,1550,1.0,No info,9345,21,5,2019,Tuesday,Afternoon
178,Jet Airways,2019-05-06,Kolkata,Banglore,CCU → MUM → BLR,14:05:00,10:05:00,1200,1.0,In-flight meal not included,9663,6,5,2019,Monday,Afternoon
179,Multiple carriers,2019-05-21,Delhi,Cochin,DEL → MUM → COK,08:00:00,21:00:00,780,1.0,No info,14277,21,5,2019,Tuesday,Morning
180,Jet Airways,2019-06-01,Delhi,Cochin,DEL → MUM → COK,10:00:00,04:25:00,1105,1.0,In-flight meal not included,10262,1,6,2019,Saturday,Morning
181,Jet Airways,2019-03-27,Mumbai,Hyderabad,MUM → HYD,19:35:00,21:05:00,90,0.0,No info,5678,27,3,2019,Wednesday,Evening
182,Multiple carriers,2019-05-15,Delhi,Cochin,DEL → MUM → COK,16:00:00,01:30:00,570,1.0,No info,13727,15,5,2019,Wednesday,Afternoon
183,Jet Airways,2019-05-06,Kolkata,Banglore,CCU → MUM → BLR,20:00:00,12:00:00,960,1.0,In-flight meal not included,9663,6,5,2019,Monday,Evening
184,IndiGo,2019-05-12,Chennai,Kolkata,MAA → CCU,14:45:00,17:05:00,140,0.0,No info,3858,12,5,2019,Sunday,Afternoon
185,SpiceJet,2019-06-24,Delhi,Cochin,DEL → PNQ → COK,08:45:00,13:15:00,270,1.0,No info,4812,24,6,2019,Monday,Morning
186,IndiGo,2019-06-27,Delhi,Cochin,DEL → LKO → COK,21:50:00,03:35:00,345,1.0,No info,5775,27,6,2019,Thursday,Night
187,Jet Airways,2019-06-06,Kolkata,Banglore,CCU → DEL → BLR,09:35:00,09:45:00,1450,1.0,In-flight meal not included,10539,6,6,2019,Thursday,Morning
188,IndiGo,2019-06-03,Kolkata,Banglore,CCU → BLR,15:30:00,18:05:00,155,0.0,No info,4804,3,6,2019,Monday,Afternoon
189,Air Asia,2019-06-12,Banglore,Delhi,BLR → DEL,11:10:00,13:55:00,165,0.0,No info,3383,12,6,2019,Wednesday,Morning
190,IndiGo,2019-03-03,Banglore,New Delhi,BLR → HYD → DEL,12:10:00,17:05:00,295,1.0,No info,8738,3,3,2019,Sunday,Afternoon
191,Air India,2019-03-27,Delhi,Cochin,DEL → TRV → COK,05:15:00,06:50:00,1535,1.0,No info,7165,27,3,2019,Wednesday,Night
192,IndiGo,2019-06-24,Delhi,Cochin,DEL → HYD → COK,16:10:00,22:30:00,380,1.0,No info,6412,24,6,2019,Monday,Afternoon
193,Jet Airways,2019-06-27,Banglore,Delhi,BLR → DEL,18:55:00,22:00:00,185,0.0,No info,8016,27,6,2019,Thursday,Evening
194,Jet Airways,2019-03-12,Banglore,New Delhi,BLR → MUM → DEL,20:35:00,15:15:00,1120,1.0,In-flight meal not included,11087,12,3,2019,Tuesday,Evening
195,SpiceJet,2019-06-27,Chennai,Kolkata,MAA → CCU,09:45:00,12:00:00,135,0.0,No check-in baggage included,3543,27,6,2019,Thursday,Morning
196,Jet Airways,2019-06-12,Kolkata,Banglore,CCU → MUM → BLR,16:30:00,04:40:00,730,1.0,No info,12471,12,6,2019,Wednesday,Afternoon
197,Jet Airways,2019-06-24,Delhi,Cochin,DEL → MUM → COK,09:00:00,04:25:00,1165,1.0,In-flight meal not included,10262,24,6,2019,Monday,Morning
198,Air India,2019-03-18,Banglore,New Delhi,BLR → DEL,13:20:00,16:10:00,170,0.0,No info,4441,18,3,2019,Monday,Afternoon
199,Multiple carriers,2019-03-27,Delhi,Cochin,DEL → MUM → COK,07:05:00,15:30:00,505,1.0,No info,12537,27,3,2019,Wednesday,Morning
200,GoAir,2019-03-24,Kolkata,Banglore,CCU → MUM → BLR,22:25:00,07:40:00,555,1.0,No info,10091,24,3,2019,Sunday,Night
201,Air India,2019-06-03,Banglore,Delhi,BLR → DEL,21:05:00,23:55:00,170,0.0,No info,6961,3,6,2019,Monday,Night
202,IndiGo,2019-04-24,Delhi,Cochin,DEL → COK,05:35:00,08:50:00,195,0.0,No info,5013,24,4,2019,Wednesday,Night
203,Air India,2019-05-18,Delhi,Cochin,DEL → COK,05:10:00,08:00:00,170,0.0,No info,6934,18,5,2019,Saturday,Night
204,Multiple carriers,2019-06-03,Delhi,Cochin,DEL → MUM → COK,06:40:00,19:00:00,740,1.0,No info,10877,3,6,2019,Monday,Morning
205,Jet Airways,2019-04-18,Banglore,Delhi,BLR → DEL,15:15:00,18:10:00,175,0.0,No info,7229,18,4,2019,Thursday,Afternoon
206,IndiGo,2019-03-27,Delhi,Cochin,DEL → MUM → COK,16:00:00,01:35:00,575,1.0,No info,7048,27,3,2019,Wednesday,Afternoon
207,Vistara,2019-06-27,Banglore,Delhi,BLR → DEL,17:00:00,19:35:00,155,0.0,No info,4878,27,6,2019,Thursday,Afternoon
208,Jet Airways,2019-05-21,Kolkata,Banglore,CCU → MUM → BLR,14:05:00,23:35:00,570,1.0,In-flight meal not included,10844,21,5,2019,Tuesday,Afternoon
209,Jet Airways,2019-05-18,Delhi,Cochin,DEL → AMD → MUM → COK,23:05:00,04:25:00,1760,2.0,No info,15129,18,5,2019,Saturday,Night
210,IndiGo,2019-05-12,Banglore,Delhi,BLR → DEL,00:30:00,03:25:00,175,0.0,No info,3943,12,5,2019,Sunday,Night
211,SpiceJet,2019-06-06,Delhi,Cochin,DEL → MAA → COK,06:05:00,11:20:00,315,1.0,No info,5583,6,6,2019,Thursday,Morning
212,Multiple carriers,2019-06-06,Delhi,Cochin,DEL → HYD → COK,07:05:00,16:10:00,545,1.0,No info,9646,6,6,2019,Thursday,Morning
213,Multiple carriers,2019-06-03,Delhi,Cochin,DEL → MUM → COK,08:30:00,19:15:00,645,1.0,No info,7677,3,6,2019,Monday,Morning
214,IndiGo,2019-06-01,Delhi,Cochin,DEL → BLR → COK,05:10:00,10:05:00,295,1.0,No info,6842,1,6,2019,Saturday,Night
215,Jet Airways,2019-06-24,Mumbai,Hyderabad,MUM → HYD,08:45:00,10:15:00,90,0.0,In-flight meal not included,4995,24,6,2019,Monday,Morning
216,Vistara,2019-06-09,Kolkata,Banglore,CCU → DEL → BLR,07:10:00,18:50:00,700,1.0,No info,9555,9,6,2019,Sunday,Morning
217,IndiGo,2019-06-01,Banglore,Delhi,BLR → DEL,01:30:00,04:15:00,165,0.0,No info,4077,1,6,2019,Saturday,Night
218,Jet Airways,2019-05-12,Banglore,Delhi,BLR → DEL,15:15:00,18:10:00,175,0.0,No info,7229,12,5,2019,Sunday,Afternoon
219,Multiple carriers,2019-06-09,Delhi,Cochin,DEL → MUM → COK,09:00:00,19:00:00,600,1.0,No info,12192,9,6,2019,Sunday,Morning
220,Air India,2019-04-12,Banglore,Delhi,BLR → DEL,10:00:00,12:45:00,165,0.0,No info,5911,12,4,2019,Friday,Morning
221,Air India,2019-06-12,Delhi,Cochin,DEL → MUM → COK,09:00:00,19:15:00,615,1.0,No info,8372,12,6,2019,Wednesday,Morning
222,Jet Airways,2019-03-18,Mumbai,Hyderabad,MUM → HYD,07:10:00,08:35:00,85,0.0,In-flight meal not included,4995,18,3,2019,Monday,Morning
223,Multiple carriers,2019-05-09,Delhi,Cochin,DEL → MUM → COK,10:00:00,19:15:00,555,1.0,No info,14323,9,5,2019,Thursday,Morning
224,Jet Airways,2019-06-09,Delhi,Cochin,DEL → JAI → MUM → COK,05:30:00,04:25:00,1375,2.0,No info,13014,9,6,2019,Sunday,Night
225,Air India,2019-06-06,Delhi,Cochin,DEL → CCU → MUM → COK,14:25:00,19:15:00,1730,2.0,No info,13591,6,6,2019,Thursday,Afternoon
226,Jet Airways,2019-03-03,Delhi,Cochin,DEL → IDR → MUM → COK,05:25:00,18:50:00,2245,2.0,No info,18799,3,3,2019,Sunday,Night
227,IndiGo,2019-04-27,Banglore,Delhi,BLR → DEL,23:30:00,02:20:00,170,0.0,No info,3943,27,4,2019,Saturday,Night
228,SpiceJet,2019-05-21,Mumbai,Hyderabad,MUM → HYD,05:45:00,07:15:00,90,0.0,No check-in baggage included,1965,21,5,2019,Tuesday,Night
229,Jet Airways,2019-05-27,Mumbai,Hyderabad,MUM → HYD,10:20:00,11:50:00,90,0.0,In-flight meal not included,4995,27,5,2019,Monday,Morning
230,Air India,2019-03-24,Kolkata,Banglore,CCU → MUM → BLR,16:50:00,18:30:00,1540,1.0,No info,14641,24,3,2019,Sunday,Afternoon
231,Air India,2019-04-12,Kolkata,Banglore,CCU → BLR,20:45:00,23:20:00,155,0.0,No info,4460,12,4,2019,Friday,Evening
232,Air India,2019-05-18,Delhi,Cochin,DEL → MUM → COK,13:00:00,19:15:00,375,1.0,No info,10191,18,5,2019,Saturday,Afternoon
233,Jet Airways,2019-03-09,Delhi,Cochin,DEL → MUM → COK,02:15:00,19:45:00,1050,1.0,In-flight meal not included,13843,9,3,2019,Saturday,Night
234,IndiGo,2019-05-01,Delhi,Cochin,DEL → LKO → COK,21:50:00,03:35:00,345,1.0,No info,6349,1,5,2019,Wednesday,Night
235,Air Asia,2019-05-01,Kolkata,Banglore,CCU → BLR,10:20:00,12:55:00,155,0.0,No info,4409,1,5,2019,Wednesday,Morning
236,Jet Airways,2019-03-06,Delhi,Cochin,DEL → MUM → COK,18:15:00,19:45:00,1530,1.0,No info,17024,6,3,2019,Wednesday,Evening
237,Multiple carriers,2019-05-18,Delhi,Cochin,DEL → MUM → COK,07:05:00,21:00:00,835,1.0,No info,13727,18,5,2019,Saturday,Morning
238,IndiGo,2019-03-15,Banglore,New Delhi,BLR → DEL,18:25:00,21:20:00,175,0.0,No info,8855,15,3,2019,Friday,Evening
239,Multiple carriers,2019-06-24,Delhi,Cochin,DEL → MUM → COK,08:45:00,19:00:00,615,1.0,No info,12524,24,6,2019,Monday,Morning
240,Jet Airways,2019-03-18,Banglore,New Delhi,BLR → MUM → DEL,11:40:00,20:20:00,520,1.0,No info,13555,18,3,2019,Monday,Morning
241,Jet Airways,2019-06-06,Kolkata,Banglore,CCU → MUM → BLR,06:30:00,12:00:00,330,1.0,In-flight meal not included,10844,6,6,2019,Thursday,Morning
242,Multiple carriers,2019-06-09,Delhi,Cochin,DEL → MUM → COK,09:00:00,21:00:00,720,1.0,No info,13587,9,6,2019,Sunday,Morning
243,SpiceJet,2019-06-12,Chennai,Kolkata,MAA → CCU,09:45:00,12:00:00,135,0.0,No check-in baggage included,3543,12,6,2019,Wednesday,Morning
244,Vistara,2019-03-18,Chennai,Kolkata,MAA → CCU,07:05:00,09:20:00,135,0.0,No info,4842,18,3,2019,Monday,Morning
245,IndiGo,2019-04-24,Banglore,Delhi,BLR → DEL,23:30:00,02:20:00,170,0.0,No info,3943,24,4,2019,Wednesday,Night
246,Jet Airways,2019-06-09,Delhi,Cochin,DEL → MUM → COK,19:15:00,04:25:00,550,1.0,In-flight meal not included,10577,9,6,2019,Sunday,Evening
247,IndiGo,2019-05-15,Delhi,Cochin,DEL → MUM → COK,10:35:00,21:00:00,625,1.0,No info,6979,15,5,2019,Wednesday,Morning
248,Vistara,2019-06-27,Chennai,Kolkata,MAA → CCU,17:45:00,20:05:00,140,0.0,No info,11982,27,6,2019,Thursday,Afternoon
249,SpiceJet,2019-06-06,Delhi,Cochin,DEL → PNQ → COK,08:45:00,13:15:00,270,1.0,No info,5264,6,6,2019,Thursday,Morning
250,Vistara,2019-03-03,Delhi,Cochin,DEL → COK,06:00:00,09:10:00,190,0.0,No info,8001,3,3,2019,Sunday,Morning
251,Air India,2019-06-01,Delhi,Cochin,DEL → AMD → MUM → COK,19:45:00,19:15:00,1410,2.0,No info,10651,1,6,2019,Saturday,Evening
252,Jet Airways,2019-05-24,Kolkata,Banglore,CCU → MUM → BLR,16:30:00,19:50:00,1640,1.0,In-flight meal not included,10844,24,5,2019,Friday,Afternoon
253,Multiple carriers,2019-03-27,Delhi,Cochin,DEL → HYD → COK,09:45:00,22:20:00,755,1.0,No info,6601,27,3,2019,Wednesday,Morning
254,Air India,2019-03-21,Delhi,Cochin,DEL → MUM → COK,19:00:00,19:15:00,1455,1.0,No info,6587,21,3,2019,Thursday,Evening
255,SpiceJet,2019-03-21,Mumbai,Hyderabad,MUM → HYD,13:10:00,14:30:00,80,0.0,No info,3173,21,3,2019,Thursday,Afternoon
256,Air India,2019-05-09,Banglore,Delhi,BLR → DEL,10:00:00,12:45:00,165,0.0,No info,5228,9,5,2019,Thursday,Morning
257,Jet Airways,2019-06-21,Banglore,Delhi,BLR → DEL,07:10:00,10:10:00,180,0.0,In-flight meal not included,5769,21,6,2019,Friday,Morning
258,Jet Airways,2019-06-06,Delhi,Cochin,DEL → MUM → COK,08:00:00,19:00:00,660,1.0,No info,14714,6,6,2019,Thursday,Morning
259,Jet Airways,2019-06-03,Delhi,Cochin,DEL → JAI → MUM → COK,05:30:00,19:00:00,810,2.0,No info,13014,3,6,2019,Monday,Night
260,IndiGo,2019-06-03,Banglore,Delhi,BLR → DEL,22:10:00,01:00:00,170,0.0,No info,3359,3,6,2019,Monday,Night
261,GoAir,2019-03-03,Banglore,New Delhi,BLR → DEL,20:55:00,23:50:00,175,0.0,No info,6722,3,3,2019,Sunday,Evening
262,IndiGo,2019-03-18,Kolkata,Banglore,CCU → BLR,09:35:00,12:20:00,165,0.0,No info,4462,18,3,2019,Monday,Morning
263,IndiGo,2019-03-09,Delhi,Cochin,DEL → HYD → COK,04:55:00,16:10:00,675,1.0,No info,6171,9,3,2019,Saturday,Night
264,Air India,2019-05-21,Kolkata,Banglore,CCU → IXR → DEL → BLR,05:50:00,20:25:00,875,2.0,No info,12303,21,5,2019,Tuesday,Night
265,Multiple carriers,2019-03-21,Delhi,Cochin,DEL → MUM → COK,11:40:00,01:35:00,835,1.0,No info,7695,21,3,2019,Thursday,Morning
266,IndiGo,2019-06-24,Delhi,Cochin,DEL → MUM → COK,11:25:00,01:30:00,845,1.0,No info,5684,24,6,2019,Monday,Morning
267,Air India,2019-06-12,Kolkata,Banglore,CCU → MUM → BLR,16:50:00,07:55:00,905,1.0,No info,8366,12,6,2019,Wednesday,Afternoon
268,Air India,2019-03-01,Chennai,Kolkata,MAA → CCU,11:40:00,13:55:00,135,0.0,No info,19630,1,3,2019,Friday,Morning
269,Jet Airways,2019-03-06,Banglore,New Delhi,BLR → MUM → DEL,14:05:00,05:05:00,900,1.0,In-flight meal not included,13502,6,3,2019,Wednesday,Afternoon
270,Jet Airways,2019-05-01,Kolkata,Banglore,CCU → MUM → BLR,21:10:00,10:05:00,775,1.0,No info,14781,1,5,2019,Wednesday,Night
271,Multiple carriers,2019-06-12,Delhi,Cochin,DEL → HYD → COK,07:10:00,16:10:00,540,1.0,No info,6513,12,6,2019,Wednesday,Morning
272,Air India,2019-06-01,Delhi,Cochin,DEL → MUM → COK,07:00:00,19:15:00,735,1.0,No info,9929,1,6,2019,Saturday,Morning
273,Multiple carriers,2019-06-06,Delhi,Cochin,DEL → IXU → MUM → COK,17:50:00,01:30:00,460,2.0,No info,18275,6,6,2019,Thursday,Afternoon
274,Air India,2019-04-09,Delhi,Cochin,DEL → MAA → COK,06:05:00,09:25:00,1640,1.0,No info,4487,9,4,2019,Tuesday,Morning
275,IndiGo,2019-03-15,Mumbai,Hyderabad,MUM → HYD,21:20:00,22:45:00,85,0.0,No info,2754,15,3,2019,Friday,Night
276,Air India,2019-03-27,Mumbai,Hyderabad,MUM → HYD,06:20:00,07:40:00,80,0.0,No info,2575,27,3,2019,Wednesday,Morning
277,SpiceJet,2019-06-12,Kolkata,Banglore,CCU → IXB → BLR,15:55:00,21:25:00,330,1.0,No info,8224,12,6,2019,Wednesday,Afternoon
278,Air India,2019-03-09,Delhi,Cochin,DEL → BLR → COK,20:30:00,08:15:00,705,1.0,No info,8991,9,3,2019,Saturday,Evening
279,IndiGo,2019-06-24,Delhi,Cochin,DEL → COK,05:35:00,08:50:00,195,0.0,No info,5000,24,6,2019,Monday,Night
280,Jet Airways,2019-06-12,Kolkata,Banglore,CCU → MUM → BLR,18:55:00,19:50:00,1495,1.0,In-flight meal not included,8529,12,6,2019,Wednesday,Evening
281,Air India,2019-03-03,Delhi,Cochin,DEL → MAA → COK,06:05:00,09:25:00,1640,1.0,No info,14042,3,3,2019,Sunday,Morning
282,Jet Airways,2019-05-24,Banglore,Delhi,BLR → DEL,11:10:00,14:05:00,175,0.0,In-flight meal not included,4030,24,5,2019,Friday,Morning
283,Jet Airways,2019-06-06,Kolkata,Banglore,CCU → MUM → BLR,18:55:00,12:00:00,1025,1.0,In-flight meal not included,10844,6,6,2019,Thursday,Evening
284,IndiGo,2019-05-06,Kolkata,Banglore,CCU → BLR,21:25:00,00:05:00,160,0.0,No info,4804,6,5,2019,Monday,Night
285,Multiple carriers,2019-05-27,Delhi,Cochin,DEL → MUM → COK,17:30:00,01:30:00,480,1.0,In-flight meal not included,7308,27,5,2019,Monday,Afternoon
286,IndiGo,2019-05-12,Banglore,Delhi,BLR → DEL,16:55:00,19:55:00,180,0.0,No info,4823,12,5,2019,Sunday,Afternoon
287,Jet Airways,2019-06-24,Delhi,Cochin,DEL → MUM → COK,09:00:00,12:35:00,1655,1.0,In-flight meal not included,10262,24,6,2019,Monday,Morning
288,Jet Airways,2019-05-27,Delhi,Cochin,DEL → MUM → COK,20:55:00,04:25:00,450,1.0,In-flight meal not included,12898,27,5,2019,Monday,Evening
289,Air India,2019-03-12,Banglore,New Delhi,BLR → MUM → JDH → DEL,17:25:00,16:20:00,1375,2.0,No info,12778,12,3,2019,Tuesday,Afternoon
290,IndiGo,2019-03-03,Delhi,Cochin,DEL → MUM → COK,04:45:00,13:20:00,515,1.0,No info,14871,3,3,2019,Sunday,Night
291,Air India,2019-03-21,Delhi,Cochin,DEL → UDR → MUM → COK,13:20:00,19:15:00,1795,2.0,No info,8708,21,3,2019,Thursday,Afternoon
292,Jet Airways,2019-06-06,Kolkata,Banglore,CCU → MUM → BLR,20:00:00,18:15:00,1335,1.0,In-flight meal not included,10844,6,6,2019,Thursday,Evening
293,SpiceJet,2019-03-06,Mumbai,Hyderabad,MUM → HYD,05:45:00,07:05:00,80,0.0,No info,4129,6,3,2019,Wednesday,Night
294,IndiGo,2019-05-18,Kolkata,Banglore,CCU → BLR,21:25:00,00:05:00,160,0.0,No info,4804,18,5,2019,Saturday,Night
295,Jet Airways,2019-05-06,Banglore,Delhi,BLR → DEL,08:20:00,11:20:00,180,0.0,No info,7229,6,5,2019,Monday,Morning
296,Jet Airways,2019-03-21,Banglore,New Delhi,BLR → MUM → DEL,07:00:00,19:10:00,730,1.0,In-flight meal not included,7832,21,3,2019,Thursday,Morning
297,SpiceJet,2019-03-18,Chennai,Kolkata,MAA → CCU,09:30:00,12:05:00,155,0.0,No info,3859,18,3,2019,Monday,Morning
298,Multiple carriers,2019-06-06,Delhi,Cochin,DEL → MUM → COK,07:30:00,19:15:00,705,1.0,No info,9001,6,6,2019,Thursday,Morning
299,Vistara,2019-05-09,Banglore,Delhi,BLR → DEL,17:00:00,19:35:00,155,0.0,No info,4878,9,5,2019,Thursday,Afternoon
300,IndiGo,2019-05-03,Mumbai,Hyderabad,MUM → HYD,02:35:00,04:05:00,90,0.0,No info,2754,3,5,2019,Friday,Night
301,Vistara,2019-06-27,Banglore,Delhi,BLR → DEL,07:00:00,09:40:00,160,0.0,No info,4668,27,6,2019,Thursday,Morning
302,Air Asia,2019-05-12,Kolkata,Banglore,CCU → BLR,10:20:00,12:55:00,155,0.0,No info,5216,12,5,2019,Sunday,Morning
303,Jet Airways,2019-06-06,Delhi,Cochin,DEL → JAI → MUM → COK,05:30:00,04:25:00,1375,2.0,In-flight meal not included,10368,6,6,2019,Thursday,Night
304,IndiGo,2019-03-09,Delhi,Cochin,DEL → HYD → MAA → COK,06:40:00,21:20:00,880,2.0,No info,8146,9,3,2019,Saturday,Morning
305,Jet Airways,2019-03-27,Delhi,Cochin,DEL → MUM → COK,13:00:00,04:25:00,925,1.0,No info,12242,27,3,2019,Wednesday,Afternoon
306,Jet Airways,2019-03-15,Banglore,New Delhi,BLR → MUM → DEL,08:00:00,15:15:00,435,1.0,In-flight meal not included,9134,15,3,2019,Friday,Morning
307,Air India,2019-06-06,Delhi,Cochin,DEL → HYD → MAA → COK,13:15:00,09:25:00,1210,2.0,No info,10939,6,6,2019,Thursday,Afternoon
308,Air India,2019-06-06,Delhi,Cochin,DEL → GOI → MUM → COK,10:55:00,07:40:00,1245,2.0,No info,11753,6,6,2019,Thursday,Morning
309,SpiceJet,2019-04-24,Kolkata,Banglore,CCU → BLR,17:10:00,19:40:00,150,0.0,No info,4174,24,4,2019,Wednesday,Afternoon
310,Jet Airways,2019-05-21,Kolkata,Banglore,CCU → MUM → BLR,20:00:00,19:50:00,1430,1.0,In-flight meal not included,10844,21,5,2019,Tuesday,Evening
311,Jet Airways,2019-06-03,Delhi,Cochin,DEL → MUM → COK,16:00:00,19:00:00,1620,1.0,No info,14714,3,6,2019,Monday,Afternoon
312,Jet Airways,2019-06-12,Kolkata,Banglore,CCU → MUM → BLR,06:30:00,12:00:00,330,1.0,In-flight meal not included,9899,12,6,2019,Wednesday,Morning
313,IndiGo,2019-03-03,Delhi,Cochin,DEL → MUM → COK,09:10:00,21:00:00,710,1.0,No info,14871,3,3,2019,Sunday,Morning
314,IndiGo,2019-03-06,Chennai,Kolkata,MAA → CCU,13:20:00,15:35:00,135,0.0,No info,7295,6,3,2019,Wednesday,Afternoon
315,Air India,2019-06-06,Delhi,Cochin,DEL → JAI → MUM → COK,18:45:00,19:15:00,1470,2.0,No info,13465,6,6,2019,Thursday,Evening
316,SpiceJet,2019-05-21,Chennai,Kolkata,MAA → CCU,17:45:00,20:05:00,140,0.0,No check-in baggage included,3543,21,5,2019,Tuesday,Afternoon
317,Multiple carriers,2019-06-27,Delhi,Cochin,DEL → MUM → COK,19:00:00,01:30:00,390,1.0,No info,7198,27,6,2019,Thursday,Evening
318,Jet Airways,2019-06-01,Delhi,Cochin,DEL → MUM → COK,08:00:00,04:25:00,1225,1.0,In-flight meal not included,10262,1,6,2019,Saturday,Morning
319,IndiGo,2019-03-15,Kolkata,Banglore,CCU → BLR,15:20:00,17:55:00,155,0.0,No info,4148,15,3,2019,Friday,Afternoon
320,Jet Airways,2019-06-27,Banglore,Delhi,BLR → DEL,15:15:00,18:10:00,175,0.0,No info,8016,27,6,2019,Thursday,Afternoon
321,Jet Airways,2019-06-09,Delhi,Cochin,DEL → MUM → COK,22:50:00,04:25:00,335,1.0,In-flight meal not included,10262,9,6,2019,Sunday,Night
322,SpiceJet,2019-06-15,Kolkata,Banglore,CCU → BLR,14:55:00,17:25:00,150,0.0,No check-in baggage included,3841,15,6,2019,Saturday,Afternoon
323,Jet Airways,2019-03-12,Banglore,New Delhi,BLR → MAA → DEL,09:45:00,00:30:00,885,1.0,No info,11507,12,3,2019,Tuesday,Morning
324,Jet Airways,2019-05-01,Kolkata,Banglore,CCU → MUM → BLR,08:25:00,20:45:00,740,1.0,No info,14781,1,5,2019,Wednesday,Morning
325,Jet Airways,2019-05-27,Delhi,Cochin,DEL → MUM → COK,17:30:00,19:00:00,1530,1.0,No info,16079,27,5,2019,Monday,Afternoon
326,Jet Airways,2019-05-27,Delhi,Cochin,DEL → MUM → COK,22:50:00,04:25:00,335,1.0,In-flight meal not included,12898,27,5,2019,Monday,Night
327,Multiple carriers,2019-03-06,Delhi,Cochin,DEL → MUM → COK,07:30:00,19:15:00,705,1.0,No info,15353,6,3,2019,Wednesday,Morning
328,IndiGo,2019-03-24,Banglore,New Delhi,BLR → DEL,18:25:00,21:20:00,175,0.0,No info,7303,24,3,2019,Sunday,Evening
329,SpiceJet,2019-03-24,Kolkata,Banglore,CCU → MAA → BLR,15:05:00,20:45:00,340,1.0,No info,6197,24,3,2019,Sunday,Afternoon
330,Air India,2019-06-09,Kolkata,Banglore,CCU → BBI → BLR,09:10:00,13:15:00,245,1.0,No info,8996,9,6,2019,Sunday,Morning
331,IndiGo,2019-03-21,Delhi,Cochin,DEL → HYD → COK,14:20:00,22:20:00,480,1.0,No info,6528,21,3,2019,Thursday,Afternoon
332,GoAir,2019-04-09,Banglore,Delhi,BLR → DEL,20:55:00,23:40:00,165,0.0,No info,4239,9,4,2019,Tuesday,Evening
333,IndiGo,2019-03-12,Kolkata,Banglore,CCU → BLR,20:25:00,23:05:00,160,0.0,No info,4148,12,3,2019,Tuesday,Evening
334,SpiceJet,2019-05-24,Banglore,Delhi,BLR → DEL,21:10:00,00:05:00,175,0.0,No info,3971,24,5,2019,Friday,Night
335,Air Asia,2019-05-06,Kolkata,Banglore,CCU → DEL → BLR,07:35:00,23:30:00,955,1.0,No info,5192,6,5,2019,Monday,Morning
336,Jet Airways,2019-04-09,Delhi,Cochin,DEL → AMD → MUM → COK,13:25:00,12:35:00,1390,2.0,No info,9483,9,4,2019,Tuesday,Afternoon
337,Jet Airways,2019-06-03,Delhi,Cochin,DEL → JDH → MUM → COK,11:40:00,19:00:00,440,2.0,No info,18804,3,6,2019,Monday,Morning
338,Air India,2019-06-18,Delhi,Cochin,DEL → COK,05:10:00,08:00:00,170,0.0,No info,5201,18,6,2019,Tuesday,Night
339,Jet Airways,2019-05-27,Delhi,Cochin,DEL → MUM → COK,11:30:00,19:00:00,450,1.0,No info,16079,27,5,2019,Monday,Morning
340,Jet Airways,2019-06-15,Banglore,Delhi,BLR → DEL,19:50:00,22:50:00,180,0.0,In-flight meal not included,7229,15,6,2019,Saturday,Evening
341,Multiple carriers,2019-05-27,Delhi,Cochin,DEL → MUM → COK,17:45:00,01:30:00,465,1.0,No info,6795,27,5,2019,Monday,Afternoon
342,Jet Airways,2019-05-09,Kolkata,Banglore,CCU → DEL → BLR,09:35:00,10:55:00,1520,1.0,No info,10953,9,5,2019,Thursday,Morning
343,Multiple carriers,2019-06-24,Delhi,Cochin,DEL → IDR → MUM → COK,15:05:00,01:30:00,625,2.0,No info,15965,24,6,2019,Monday,Afternoon
344,Air India,2019-04-09,Delhi,Cochin,DEL → JDH → MUM → COK,12:55:00,19:15:00,1820,2.0,No info,9968,9,4,2019,Tuesday,Afternoon
345,IndiGo,2019-06-06,Kolkata,Banglore,CCU → BLR,22:15:00,00:50:00,155,0.0,No info,4804,6,6,2019,Thursday,Night
346,Jet Airways,2019-05-27,Delhi,Cochin,DEL → MUM → COK,10:00:00,19:00:00,540,1.0,No info,16079,27,5,2019,Monday,Morning
347,Jet Airways,2019-06-12,Delhi,Cochin,DEL → IDR → MUM → COK,21:25:00,12:35:00,910,2.0,In-flight meal not included,11507,12,6,2019,Wednesday,Night
348,Air India,2019-06-09,Kolkata,Banglore,CCU → MUM → COK → BLR,09:25:00,13:45:00,1700,2.0,No info,11542,9,6,2019,Sunday,Morning
